"table","long_name","units","comment","questions_and_notes","output_variable_name","standard_name","unconfirmed_or_proposed_standard_name","unformatted_units","cell_methods","valid_min","valid_max","mean_absolute_min","mean_absolute_max","positive","type","CMOR_dimensions","CMOR_variable_name","realm","frequency","cell_measures","flag_values","flag_meanings"
"aero","Wet Deposition Rate of Dry Aerosol Secondary Organic Matter","kg m-2 s-1",,,"wetsoa","tendency_of_atmosphere_mass_content_of_secondary_particulate_organic_matter_dry_aerosol_due_to_wet_deposition",,"kg m-2 s-1","time: mean",,,,,,"real","longitude latitude time","wetsoa","aerosol",,"area: areacella",,
"aero","Wet Deposition Rate of Black Carbon Aerosol Mass","kg m-2 s-1",,,"wetbc","tendency_of_atmosphere_mass_content_of_black_carbon_dry_aerosol_due_to_wet_deposition",,"kg m-2 s-1","time: mean",,,,,,"real","longitude latitude time","wetbc","aerosol",,"area: areacella",,
"aero","Total Emission of Primary Aerosol from Biomass Burning","kg m-2 s-1","tendency of atmosphere mass content of primary organic matter dry aerosol due to emission: This does not include sources of secondary aerosols from biomass burning aerosols, such as SO2 or SOA.",,"emibb","tendency_of_atmosphere_mass_content_of_primary_particulate_organic_matter_dry_aerosol_due_to_emission",,"kg m-2 s-1","time: mean",,,,,,"real","longitude latitude time","emibb","aerosol",,"area: areacella",,
"aero","Total Emission Rate of SO2","kg m-2 s-1",,,"emiso2","tendency_of_atmosphere_mass_content_of_sulfur_dioxide_due_to_emission",,"kg m-2 s-1","time: mean",,,,,,"real","longitude latitude time","emiso2","aerosol",,"area: areacella",,
"aero","Total Direct Emission Rate of SO4","kg m-2 s-1","expressed as a tendency of atmosphere mass content of SO4.  Direct emission does not include secondary sulfate production.",,"emiso4","tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_due_to_emission",,"kg m-2 s-1","time: mean",,,,,,"real","longitude latitude time","emiso4","aerosol",,"area: areacella",,
"aero","Total Emission Rate of DMS","kg m-2 s-1",,,"emidms","tendency_of_atmosphere_mass_content_of_dimethyl_sulfide_due_to_emission",,"kg m-2 s-1","time: mean",,,,,,"real","longitude latitude time","emidms","aerosol",,"area: areacella",,
"aero","Dry Deposition Rate of SO2","kg m-2 s-1",,,"dryso2","tendency_of_atmosphere_mass_content_of_sulfur_dioxide_due_to_dry_deposition",,"kg m-2 s-1","time: mean",,,,,,"real","longitude latitude time","dryso2","aerosol",,"area: areacella",,
"aero","Dry Deposition Rate of SO4","kg m-2 s-1",,,"dryso4","tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_due_to_dry_deposition",,"kg m-2 s-1","time: mean",,,,,,"real","longitude latitude time","dryso4","aerosol",,"area: areacella",,
"aero","Dry Deposition Rate of DMS","kg m-2 s-1",,"omit if DMS is not dry deposited in the model.","drydms","tendency_of_atmosphere_mass_content_of_dimethyl_sulfide_due_to_dry_deposition",,"kg m-2 s-1","time: mean",,,,,,"real","longitude latitude time","drydms","aerosol",,"area: areacella",,
"aero","Wet Deposition Rate of SO4","kg m-2 s-1",,,"wetso4","tendency_of_atmosphere_mass_content_of_sulfate_expressed_as_sulfur_dry_aerosol_due_to_wet_deposition",,"kg m-2 s-1","time: mean",,,,,,"real","longitude latitude time","wetso4","aerosol",,"area: areacella",,
"aero","Wet Deposition Rate of SO2","kg m-2 s-1",,,"wetso2","tendency_of_atmosphere_mass_content_of_sulfur_dioxide_due_to_wet_deposition",,"kg m-2 s-1","time: mean",,,,,,"real","longitude latitude time","wetso2","aerosol",,"area: areacella",,
"aero","Wet Deposition Rate of DMS","kg m-2 s-1",,"omit if DMS is not wet deposited in the model.","wetdms","tendency_of_atmosphere_mass_content_of_dimethyl_sulfide_due_to_wet_deposition",,"kg m-2 s-1","time: mean",,,,,,"real","longitude latitude time","wetdms","aerosol",,"area: areacella",,
"aero","Total Emission Rate of NH3","kg m-2 s-1",,,"eminh3","tendency_of_atmosphere_mass_content_of_ammonia_due_to_emission",,"kg m-2 s-1","time: mean",,,,,,"real","longitude latitude time","eminh3","aerosol",,"area: areacella",,
"aero","Dry Deposition Rate of NH3","kg m-2 s-1",,,"drynh3","tendency_of_atmosphere_mass_content_of_ammonia_due_to_dry_deposition",,"kg m-2 s-1","time: mean",,,,,,"real","longitude latitude time","drynh3","aerosol",,"area: areacella",,
"aero","Dry Deposition Rate of NH4","kg m-2 s-1",,,"drynh4","tendency_of_atmosphere_mass_content_of_ammonium_dry_aerosol_due_to_dry_deposition",,"kg m-2 s-1","time: mean",,,,,,"real","longitude latitude time","drynh4","aerosol",,"area: areacella",,
"aero","Wet Deposition Rate of NH4+NH3","kg m-2 s-1",,,"wetnh4","tendency_of_atmosphere_mass_content_of_ammonium_dry_aerosol_due_to_wet_deposition",,"kg m-2 s-1","time: mean",,,,,,"real","longitude latitude time","wetnh4","aerosol",,"area: areacella",,
"aero","Total Emission Rate of Seasalt","kg m-2 s-1",,,"emiss","tendency_of_atmosphere_mass_content_of_seasalt_dry_aerosol_due_to_emission",,"kg m-2 s-1","time: mean",,,,,,"real","longitude latitude time","emiss","aerosol",,"area: areacella",,
"aero","Dry Deposition Rate of Seasalt","kg m-2 s-1",,,"dryss","tendency_of_atmosphere_mass_content_of_seasalt_dry_aerosol_due_to_dry_deposition",,"kg m-2 s-1","time: mean",,,,,,"real","longitude latitude time","dryss","aerosol",,"area: areacella",,
"aero","Wet Deposition Rate of Seasalt","kg m-2 s-1",,,"wetss","tendency_of_atmosphere_mass_content_of_seasalt_dry_aerosol_due_to_wet_deposition",,"kg m-2 s-1","time: mean",,,,,,"real","longitude latitude time","wetss","aerosol",,"area: areacella",,
"aero","Total Emission Rate of Dust","kg m-2 s-1",,,"emidust","tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_due_to_emission",,"kg m-2 s-1","time: mean",,,,,,"real","longitude latitude time","emidust","aerosol",,"area: areacella",,
"aero","Dry Deposition Rate of Dust","kg m-2 s-1",,,"drydust","tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_due_to_dry_deposition",,"kg m-2 s-1","time: mean",,,,,,"real","longitude latitude time","drydust","aerosol",,"area: areacella",,
"aero","Wet Deposition Rate of Dust","kg m-2 s-1",,,"wetdust","tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_due_to_wet_deposition",,"kg m-2 s-1","time: mean",,,,,,"real","longitude latitude time","wetdust","aerosol",,"area: areacella",,
"aero","Load of Dry Aerosol Organic Matter","kg m-2","atmosphere dry organic content: This is the vertically integrated sum of atmosphere_primary_organic_content and atmosphere_secondary_organic_content (see next two table entries)."," This should only be reported if  the components specified in the next two entries of this table cannot be separately reported.","loadoa","atmosphere_mass_content_of_particulate_organic_matter_dry_aerosol",,"kg m-2","time: mean",,,,,,"real","longitude latitude time","loadoa","aerosol",,"area: areacella",,
"aero","Load of Dry Aerosol Primary Organic Matter","kg m-2",,,"loadpoa","atmosphere_mass_content_of_primary_particulate_organic_matter_dry_aerosol",,"kg m-2","time: mean",,,,,,"real","longitude latitude time","loadpoa","aerosol",,"area: areacella",,
"aero","Load of Dry Aerosol Secondary Organic Matter","kg m-2",,,"loadsoa","atmosphere_mass_content_of_secondary_particulate_organic_matter_dry_aerosol",,"kg m-2","time: mean",,,,,,"real","longitude latitude time","loadsoa","aerosol",,"area: areacella",,
"aero","Load of Black Carbon Aerosol","kg m-2",,,"loadbc","atmosphere_mass_content_of_black_carbon_dry_aerosol",,"kg m-2","time: mean",,,,,,"real","longitude latitude time","loadbc","aerosol",,"area: areacella",,
"aero","Load of SO4","kg m-2",,"Is this ""dry"" or ""ambient""?","loadso4","atmosphere_mass_content_of_sulfate_dry_aerosol",,"kg m-2","time: mean",,,,,,"real","longitude latitude time","loadso4","aerosol",,"area: areacella",,
"aero","Load of Dust","kg m-2",,,"loaddust","atmosphere_mass_content_of_dust_dry_aerosol",,"kg m-2","time: mean",,,,,,"real","longitude latitude time","loaddust","aerosol",,"area: areacella",,
"aero","Load of Seasalt","kg m-2",,,"loadss","atmosphere_mass_content_of_seasalt_dry_aerosol",,"kg m-2","time: mean",,,,,,"real","longitude latitude time","loadss","aerosol",,"area: areacella",,
"aero","Load of NO3","kg m-2",,,"loadno3","atmosphere_mass_content_of_nitrate_dry_aerosol",,"kg m-2","time: mean",,,,,,"real","longitude latitude time","loadno3","aerosol",,"area: areacella",,
"aero","Load of NH4","kg m-2",,,"loadnh4","atmosphere_mass_content_of_ammonium_dry_aerosol",,"kg m-2","time: mean",,,,,,"real","longitude latitude time","loadnh4","aerosol",,"area: areacella",,
"aero","Surface Concentration of Dry Aerosol Organic Matter","kg m-3","mass concentration of particulate organic matter dry aerosol in air in model lowest layer","The location of the model's lowest layer should be recorded in the netCDF output file.  This is the sum of concentrations of primary and secondary organic aerosol (see next two table entries), and therefore should only be reported if those two components cannot be separately reported.","sconcoa","mass_concentration_of_particulate_organic_matter_dry_aerosol_in_air",,"kg m-3","time: mean",,,,,,"real","longitude latitude alev1 time","sconcoa","aerosol",,"area: areacella",,
"aero","Surface Concentration of Dry Aerosol Primary Organic Matter","kg m-3","mass concentration of primary particulate organic matter dry aerosol in air in model lowest layer"," The location of the model's lowest layer should be recorded in the netCDF output file.","sconcpoa","mass_concentration_of_primary_particulate_organic_matter_dry_aerosol_in_air",,"kg m-3","time: mean",,,,,,"real","longitude latitude alev1 time","sconcpoa","aerosol",,"area: areacella",,
"aero","Surface Concentration of Dry Aerosol Secondary Organic Matter","kg m-3","mass concentration of secondary particulate organic matter dry aerosol in air in model lowest layer.  If the model lumps SOA with POA, then their sum is reported as POA."," The location of the model's lowest layer should be recorded in the netCDF output file.","sconcsoa","mass_concentration_of_secondary_particulate_organic_matter_dry_aerosol_in_air",,"kg m-3","time: mean",,,,,,"real","longitude latitude alev1 time","sconcsoa","aerosol",,"area: areacella",,
"aero","Surface Concentration of Black Carbon Aerosol","kg m-3","mass concentration of black carbon dry aerosol in air in model lowest layer"," The location of the model's lowest layer should be recorded in the netCDF output file.","sconcbc","mass_concentration_of_black_carbon_dry_aerosol_in_air",,"kg m-3","time: mean",,,,,,"real","longitude latitude alev1 time","sconcbc","aerosol",,"area: areacella",,
"aero","Surface Concentration of SO4","kg m-3","mass concentration of sulfate dry aerosol in air in model lowest layer."," The location of the model's lowest layer should be recorded in the netCDF output file.","sconcso4","mass_concentration_of_sulfate_dry_aerosol_in_air",,"kg m-3","time: mean",,,,,,"real","longitude latitude alev1 time","sconcso4","aerosol",,"area: areacella",,
"aero","Surface Concentration of Dust","kg m-3","mass concentration of dust dry aerosol in air in model lowest layer"," The location of the model's lowest layer should be recorded in the netCDF output file.","sconcdust","mass_concentration_of_dust_dry_aerosol_in_air",,"kg m-3","time: mean",,,,,,"real","longitude latitude alev1 time","sconcdust","aerosol",,"area: areacella",,
"aero","Surface Concentration of Seasalt","kg m-3","mass concentration of seasalt dry aerosol in air in model lowest layer"," The location of the model's lowest layer should be recorded in the netCDF output file.","sconcss","mass_concentration_of_seasalt_dry_aerosol_in_air",,"kg m-3","time: mean",,,,,,"real","longitude latitude alev1 time","sconcss","aerosol",,"area: areacella",,
"aero","Surface Concentration of NO3","kg m-3","Mass concentration in model lowest layer"," The location of the model's lowest layer should be recorded in the netCDF output file.","sconcno3","mass_concentration_of_nitrate_dry_aerosol_in_air",,"kg m-3","time: mean",,,,,,"real","longitude latitude alev1 time","sconcno3","aerosol",,"area: areacella",,
"aero","Surface Concentration of NH4","kg m-3","Mass concentration in model lowest layer"," The location of the model's lowest layer should be recorded in the netCDF output file.","sconcnh4","mass_concentration_of_ammonium_dry_aerosol_in_air",,"kg m-3","time: mean",,,,,,"real","longitude latitude alev1 time","sconcnh4","aerosol",,"area: areacella",,
